#规范字	Unicode
魂	9B42
肆	8086
摄	6444
摸	6478
填	586B
搏	640F
塌	584C
鼓	9F13
摆	6446
携	643A
搬	642C
摇	6447
搞	641E
塘	5858
摊	644A
蒜	849C
勤	52E4
鹊	9E4A
蓝	84DD
墓	5893
幕	5E55
蓬	84EC
蓄	84C4
蒙	8499
蒸	84B8
献	732E
禁	7981
楚	695A
想	60F3
槐	69D0
榆	6986
楼	697C
概	6982
赖	8D56
酬	916C
感	611F
碍	788D
碑	7891
碎	788E
碰	78B0
碗	7897
碌	788C
雷	96F7
零	96F6
雾	96FE
雹	96F9
输	8F93
督	7763
龄	9F84
鉴	9274
睛	775B
睡	7761
睬	776C
鄙	9119
愚	611A
暖	6696
盟	76DF
歇	6B47
暗	6697
照	7167
跨	8DE8
跳	8DF3
跪	8DEA
路	8DEF
跟	8DDF
遣	9063
蛾	86FE
蜂	8702
嗓	55D3
置	7F6E
罪	7F6A
罩	7F69
错	9519
锡	9521
锣	9523
锤	9524
锦	9526
键	952E
锯	952F
矮	77EE
辞	8F9E
稠	7A20
愁	6101
筹	7B79
签	7B7E
简	7B80
毁	6BC1
舅	8205
鼠	9F20
催	50AC
傻	50BB
像	50CF
躲	8EB2
微	5FAE
愈	6108
遥	9065
腰	8170
腥	8165
腹	8179
腾	817E
腿	817F
触	89E6
解	89E3
酱	9171
痰	75F0
廉	5EC9
新	65B0
韵	97F5
意	610F
粮	7CAE
数	6570
煎	714E
塑	5851
慈	6148
煤	7164
煌	714C
满	6EE1
漠	6F20
源	6E90
滤	6EE4
滥	6EE5
滔	6ED4
溪	6EAA
溜	6E9C
滚	6EDA
滨	6EE8
粱	7CB1
滩	6EE9
慎	614E
誉	8A89
塞	585E
谨	8C28
福	798F
群	7FA4
殿	6BBF
辟	8F9F
障	969C
嫌	5ACC
嫁	5AC1
叠	53E0
缝	7F1D
缠	7F20
静	9759
碧	78A7
璃	7483
墙	5899
撇	6487
嘉	5609
摧	6467
截	622A
誓	8A93
境	5883
摘	6458
摔	6454
聚	805A
蔽	853D
慕	6155
暮	66AE
蔑	8511
模	6A21
榴	69B4
榜	699C
榨	69A8
歌	6B4C
遭	906D
酷	9177
酿	917F
酸	9178
磁	78C1
愿	613F
需	9700
弊	5F0A
裳	88F3
颗	9897
嗽	55FD
蜻	873B
蜡	8721
蝇	8747
蜘	8718
赚	8D5A
锹	9539
锻	953B
舞	821E
稳	7A33
算	7B97
箩	7BA9
管	7BA1
僚	50DA
鼻	9F3B
魄	9B44
貌	8C8C
膜	819C
膊	818A
膀	8180
鲜	9C9C
疑	7591
馒	9992
裹	88F9
敲	6572
豪	8C6A
膏	818F
遮	906E
腐	8150
瘦	7626
辣	8FA3
竭	7AED
端	7AEF
旗	65D7
精	7CBE
歉	6B49
熄	7184
熔	7194
漆	6F06
漂	6F02
漫	6F2B
滴	6EF4
演	6F14
漏	6F0F
慢	6162
寨	5BE8
赛	8D5B
察	5BDF
蜜	871C
谱	8C31
嫩	5AE9
翠	7FE0
熊	718A
凳	51F3
骡	9AA1
缩	7F29
慧	6167
撕	6495
撒	6492
趣	8DA3
趟	8D9F
撑	6491
播	64AD
撞	649E
撤	64A4
增	589E
聪	806A
鞋	978B
蕉	8549
蔬	852C
横	6A2A
槽	69FD
樱	6A31
橡	6A61
飘	98D8
醋	918B
醉	9189
震	9707
霉	9709
瞒	7792
题	9898
暴	66B4
瞎	778E
影	5F71
踢	8E22
踏	8E0F
踩	8E29
踪	8E2A
蝶	8776
蝴	8774
嘱	5631
墨	58A8
镇	9547
靠	9760
稻	7A3B
黎	9ECE
稿	7A3F
稼	7A3C
箱	7BB1
箭	7BAD
篇	7BC7
僵	50F5
躺	8EBA
僻	50FB
德	5FB7
艘	8258
膝	819D
膛	819B
熟	719F
摩	6469
颜	989C
毅	6BC5
糊	7CCA
遵	9075
潜	6F5C
潮	6F6E
懂	61C2
额	989D
慰	6170
劈	5288
操	64CD
燕	71D5
薯	85AF
薪	85AA
薄	8584
颠	98A0
橘	6A58
整	6574
融	878D
醒	9192
餐	9910
嘴	5634
蹄	8E44
器	5668
赠	8D60
默	9ED8
镜	955C
赞	8D5E
篮	7BEE
邀	9080
衡	8861
膨	81A8
雕	96D5
磨	78E8
凝	51DD
辨	8FA8
辩	8FA9
糖	7CD6
糕	7CD5
燃	71C3
澡	6FA1
激	6FC0
懒	61D2
壁	58C1
避	907F
缴	7F34
戴	6234
擦	64E6
鞠	97A0
藏	85CF
霜	971C
霞	971E
瞧	77A7
蹈	8E48
螺	87BA
穗	7A57
繁	7E41
辫	8FAB
赢	8D62
糟	7CDF
糠	7CE0
燥	71E5
臂	81C2
翼	7FFC
骤	9AA4
鞭	97AD
覆	8986
蹦	8E66
镰	9570
翻	7FFB
鹰	9E70
警	8B66
攀	6500
蹲	8E72
颤	98A4
瓣	74E3
爆	7206
疆	7586
壤	58E4
耀	8000
躁	8E81
嚼	56BC
嚷	56B7
籍	7C4D
魔	9B54
灌	704C
蠢	8822
霸	9738
露	9732
囊	56CA
罐	7F50
匕	5315
刁	5201
丐	4E10
歹	6B79
戈	6208
夭	592D
仑	4ED1
讥	8BA5
冗	5197
邓	9093
艾	827E
夯	592F
凸	51F8
卢	5362
叭	53ED
叽	53FD
皿	76BF
凹	51F9
囚	56DA
矢	77E2
乍	4E4D
尔	5C14
冯	51AF
玄	7384
邦	90A6
迂	8FC2
邢	90A2
芋	828B
芍	828D
吏	540F
夷	5937
吁	5401
吕	5415
吆	5406
屹	5C79
廷	5EF7
迄	8FC4
臼	81FC
仲	4EF2
伦	4F26
伊	4F0A
肋	808B
旭	65ED
匈	5308
凫	51EB
妆	5986
亥	4EA5
汛	6C5B
讳	8BB3
讶	8BB6
讹	8BB9
讼	8BBC
诀	8BC0
弛	5F1B
阱	9631
驮	9A6E
驯	9A6F
纫	7EAB
玖	7396
玛	739B
韧	97E7
抠	62A0
扼	627C
汞	6C5E
扳	6273
抡	62A1
坎	574E
坞	575E
抑	6291
拟	62DF
抒	6292
芙	8299
芜	829C
苇	82C7
芥	82A5
芯	82AF
芭	82AD
杖	6756
杉	6749
巫	5DEB
杈	6748
甫	752B
匣	5323
轩	8F69
卤	5364
肖	8096
吱	5431
吠	5420
呕	5455
呐	5450
吟	541F
呛	545B
吻	543B
吭	542D
邑	9091
囤	56E4
吮	542E
岖	5C96
牡	7261
佑	4F51
佃	4F43
伺	4F3A
囱	56F1
肛	809B
肘	8098
甸	7538
狈	72C8
鸠	9E20
彤	5F64
灸	7078
刨	5228
庇	5E87
吝	541D
庐	5E90
闰	95F0
兑	5151
灼	707C
沐	6C90
沛	6C9B
汰	6C70
沥	6CA5
沦	6CA6
汹	6C79
沧	6CA7
沪	6CAA
忱	5FF1
诅	8BC5
诈	8BC8
罕	7F55
屁	5C41
坠	5760
妓	5993
姊	59CA
妒	5992
纬	7EAC
玫	73AB
卦	5366
坷	5777
坯	576F
拓	62D3
坪	576A
坤	5764
拄	62C4
拧	62E7
拂	62C2
拙	62D9
拇	62C7
拗	62D7
茉	8309
昔	6614
苛	82DB
苫	82EB
苟	82DF
苞	82DE
茁	8301
苔	82D4
枉	6789
枢	67A2
枚	679A
枫	67AB
杭	676D
郁	90C1
矾	77FE
奈	5948
奄	5944
殴	6BB4
歧	6B67
卓	5353
昙	6619
哎	54CE
咕	5495
呵	5475
咙	5499
呻	547B
咒	5492
咆	5486
咖	5496
帕	5E15
账	8D26
贬	8D2C
贮	8D2E
氛	6C1B
秉	79C9
岳	5CB3
侠	4FA0
侥	4FA5
侣	4FA3
侈	4F88
卑	5351
刽	523D
刹	5239
肴	80B4
觅	89C5
忿	5FFF
瓮	74EE
肮	80AE
肪	80AA
狞	72DE
庞	5E9E
疟	759F
疙	7599
疚	759A
卒	5352
氓	6C13
炬	70AC
沽	6CBD
沮	6CAE
泣	6CE3
泞	6CDE
泌	6CCC
沼	6CBC
怔	6014
怯	602F
宠	5BA0
宛	5B9B
衩	8869
祈	7948
诡	8BE1
帚	5E1A
屉	5C49
弧	5F27
弥	5F25
陋	964B
陌	964C
函	51FD
姆	59C6
虱	8671
叁	53C1
绅	7EC5
驹	9A79
绊	7ECA
绎	7ECE
契	5951
贰	8D30
玷	73B7
玲	73B2
珊	73CA
拭	62ED
拷	62F7
拱	62F1
挟	631F
垢	57A2
垛	579B
拯	62EF
荆	8346
茸	8338
茬	832C
荚	835A
茵	8335
茴	8334
荞	835E
荠	8360
荤	8364
荧	8367
荔	8354
栈	6808
柑	67D1
栅	6805
柠	67E0
枷	67B7
勃	52C3
柬	67EC
砂	7802
泵	6CF5
砚	781A
鸥	9E25
轴	8F74
韭	97ED
虐	8650
昧	6627
盹	76F9
咧	54A7
昵	6635
昭	662D
盅	76C5
勋	52CB
哆	54C6
咪	54AA
哟	54DF
幽	5E7D
钙	9499
钝	949D
钠	94A0
钦	94A6
钧	94A7
钮	94AE
毡	6BE1
氢	6C22
秕	79D5
俏	4FCF
俄	4FC4
俐	4FD0
侯	4FAF
徊	5F8A
衍	884D
胚	80DA
胧	80E7
胎	80CE
狰	72F0
饵	9975
峦	5CE6
奕	5955
咨	54A8
飒	98D2
闺	95FA
闽	95FD
籽	7C7D
娄	5A04
烁	70C1
炫	70AB
洼	6D3C
柒	67D2
涎	6D8E
洛	6D1B
恃	6043
恍	604D
恬	606C
恤	6064
宦	5BA6
诫	8BEB
诬	8BEC
祠	7960
诲	8BF2
屏	5C4F
屎	5C4E
逊	900A
陨	9668
姚	59DA
娜	5A1C
蚤	86A4
骇	9A87
耘	8018
耙	8019
秦	79E6
匿	533F
埂	57C2
捂	6342
捍	634D
袁	8881
捌	634C
挫	632B
挚	631A
捣	6363
捅	6345
埃	57C3
耿	803F
聂	8042
荸	8378
莽	83BD
莱	83B1
莉	8389
莹	83B9
莺	83BA
梆	6886
栖	6816
桦	6866
栓	6813
桅	6845
桩	6869
贾	8D3E
酌	914C
砸	7838
砰	7830
砾	783E
殉	6B89
逞	901E
哮	54EE
唠	5520
哺	54FA
剔	5254
蚌	868C
蚜	869C
畔	7554
蚣	86A3
蚪	86AA
蚓	8693
哩	54E9
圃	5703
鸯	9E2F
唁	5501
哼	54FC
唆	5506
峭	5CED
唧	5527
峻	5CFB
赂	8D42
赃	8D43
钾	94BE
铆	94C6
氨	6C28
秫	79EB
笆	7B06
俺	4FFA
赁	8D41
倔	5014
殷	6BB7
耸	8038
舀	8200
豺	8C7A
豹	8C79
颁	9881
胯	80EF
胰	80F0
脐	8110
脓	8113
逛	901B
卿	537F
鸵	9E35
鸳	9E33
馁	9981
凌	51CC
凄	51C4
衷	8877
郭	90ED
斋	658B
疹	75B9
紊	7D0A
瓷	74F7
羔	7F94
烙	70D9
浦	6D66
涡	6DA1
涣	6DA3
涤	6DA4
涧	6DA7
涕	6D95
涩	6DA9
悍	608D
悯	60AF
窍	7A8D
诺	8BFA
诽	8BFD
袒	8892
谆	8C06
祟	795F
恕	6055
娩	5A29
骏	9A8F
琐	7410
麸	9EB8
琉	7409
琅	7405
措	63AA
捺	637A
捶	6376
赦	8D66
埠	57E0
捻	637B
掐	6390
掂	6382
掖	6396
掷	63B7
掸	63B8
掺	63BA
勘	52D8
聊	804A
娶	5A36
菱	83F1
菲	83F2
萎	840E
菩	83E9
萤	8424
乾	4E7E
萧	8427
萨	8428
菇	83C7
彬	5F6C
梗	6897
梧	68A7
梭	68AD
曹	66F9
酝	915D
酗	9157
厢	53A2
硅	7845
硕	7855
奢	5962
盔	76D4
匾	533E
颅	9885
彪	5F6A
眶	7736
晤	6664
曼	66FC
晦	6666
冕	5195
啡	5561
畦	7566
趾	8DBE
啃	5543
蛆	86C6
蚯	86AF
蛉	86C9
蛀	86C0
唬	552C
啰	5570
唾	553E
啤	5564
啥	5565
啸	5578
崎	5D0E
逻	903B
崔	5D14
崩	5D29
婴	5A74
赊	8D4A
铐	94D0
铛	94DB
铝	94DD
铡	94E1
铣	94E3
铭	94ED
矫	77EB
秸	79F8
秽	79FD
笙	7B19
笤	7B24
偎	504E
傀	5080
躯	8EAF
兜	515C
衅	8845
徘	5F98
徙	5F99
舶	8236
舷	8237
舵	8235
敛	655B
翎	7FCE
脯	812F
逸	9038
凰	51F0
猖	7316
祭	796D
烹	70F9
庶	5EB6
庵	5EB5
痊	75CA
阎	960E
阐	9610
眷	7737
焊	710A
焕	7115
鸿	9E3F
涯	6DAF
淑	6DD1
淌	6DCC
淮	6DEE
淆	6DC6
渊	6E0A
淫	6DEB
淳	6DF3
淤	6DE4
淀	6DC0
涮	6DAE
涵	6DB5
惦	60E6
悴	60B4
惋	60CB
寂	5BC2
窒	7A92
谍	8C0D
谐	8C10
裆	88C6
袱	88B1
祷	7977
谒	8C12
谓	8C13
谚	8C1A
尉	5C09
堕	5815
隅	9685
婉	5A49
颇	9887
绰	7EF0
绷	7EF7
综	7EFC
绽	7EFD
缀	7F00
巢	5DE2
琳	7433
琢	7422
琼	743C
揍	63CD
堰	5830
揩	63E9
揽	63FD
揖	63D6
彭	5F6D
揣	63E3
搀	6400
搓	6413
壹	58F9
搔	6414
葫	846B
募	52DF
蒋	848B
蒂	8482
韩	97E9
棱	68F1
椰	6930
焚	711A
椎	690E
棺	68FA
榔	6994
椭	692D
粟	7C9F
棘	68D8
酣	9163
酥	9165
硝	785D
硫	786B
颊	988A
雳	96F3
翘	7FD8
凿	51FF
棠	68E0
晰	6670
鼎	9F0E
喳	55B3
遏	904F
晾	667E
畴	7574
跋	8DCB
跛	8DDB
蛔	86D4
蜒	8712
蛤	86E4
鹃	9E43
喻	55BB
啼	557C
喧	55A7
嵌	5D4C
赋	8D4B
赎	8D4E
赐	8D50
锉	9509
锌	950C
甥	7525
掰	63B0
氮	6C2E
氯	6C2F
黍	9ECD
筏	7B4F
牍	724D
粤	7CA4
逾	903E
腌	814C
腋	814B
腕	8155
猩	7329
猬	732C
惫	60EB
敦	6566
痘	75D8
痢	75E2
痪	75EA
竣	7AE3
翔	7FD4
奠	5960
遂	9042
焙	7119
滞	6EDE
湘	6E58
渤	6E24
渺	6E3A
溃	6E83
溅	6E85
湃	6E43
愕	6115
惶	60F6
寓	5BD3
窖	7A96
窘	7A98
雇	96C7
谤	8C24
犀	7280
隘	9698
媒	5A92
媚	5A9A
婿	5A7F
缅	7F05
缆	7F06
缔	7F14
缕	7F15
骚	9A9A
瑟	745F
鹉	9E49
瑰	7470
搪	642A
聘	8058
斟	659F
靴	9774
靶	9776
蓖	84D6
蒿	84BF
蒲	84B2
蓉	84C9
楔	6954
椿	693F
楷	6977
榄	6984
楞	695E
楣	6963
酪	916A
碘	7898
硼	787C
碉	7889
辐	8F90
辑	8F91
频	9891
睹	7779
睦	7766
瞄	7784
嗜	55DC
嗦	55E6
暇	6687
畸	7578
跷	8DF7
跺	8DFA
蜈	8708
蜗	8717
蜕	8715
蛹	86F9
嗅	55C5
嗡	55E1
嗤	55E4
署	7F72
蜀	8700
幌	5E4C
锚	951A
锥	9525
锨	9528
锭	952D
锰	9530
稚	7A1A
颓	9893
筷	7B77
魁	9B41
衙	8859
腻	817B
腮	816E
腺	817A
鹏	9E4F
肄	8084
猿	733F
颖	9896
煞	715E
雏	96CF
馍	998D
馏	998F
禀	7980
痹	75F9
廓	5ED3
痴	75F4
靖	9756
誊	8A8A
漓	6F13
溢	6EA2
溯	6EAF
溶	6EB6
滓	6ED3
溺	6EBA
寞	5BDE
窥	7AA5
窟	7A9F
寝	5BDD
褂	8902
裸	88F8
谬	8C2C
媳	5AB3
嫉	5AC9
缚	7F1A
缤	7F24
剿	527F
赘	8D58
熬	71AC
赫	8D6B
蔫	852B
摹	6479
蔓	8513
蔗	8517
蔼	853C
熙	7199
蔚	851A
兢	5162
榛	699B
榕	6995
酵	9175
碟	789F
碴	78B4
碱	78B1
碳	78B3
辕	8F95
辖	8F96
雌	96CC
墅	5885
嘁	5601
踊	8E0A
蝉	8749
嘀	5600
幔	5E54
镀	9540
舔	8214
熏	718F
箍	7B8D
箕	7B95
箫	7BAB
舆	8206
僧	50E7
孵	5B75
瘩	7629
瘟	761F
彰	5F70
粹	7CB9
漱	6F31
漩	6F29
漾	6F3E
慷	6177
寡	5BE1
寥	5BE5
谭	8C2D
褐	8910
褪	892A
隧	96A7
嫡	5AE1
缨	7F28
撵	64B5
撩	64A9
撮	64AE
撬	64AC
擒	64D2
墩	58A9
撰	64B0
鞍	978D
蕊	854A
蕴	8574
樊	6A0A
樟	6A1F
橄	6A44
敷	6577
豌	8C4C
醇	9187
磕	78D5
磅	78C5
碾	78BE
憋	618B
嘶	5636
嘲	5632
嘹	5639
蝠	8760
蝎	874E
蝌	874C
蝗	8757
蝙	8759
嘿	563F
幢	5E62
镊	954A
镐	9550
稽	7A3D
篓	7BD3
膘	8198
鲤	9CA4
鲫	9CAB
褒	8912
瘪	762A
瘤	7624
瘫	762B
凛	51DB
澎	6F8E
潭	6F6D
潦	6F66
澳	6FB3
潘	6F58
澈	6F88
澜	6F9C
澄	6F84
憔	6194
懊	61CA
憎	618E
翩	7FE9
褥	8925
谴	8C34
鹤	9E64
憨	61A8
履	5C65
嬉	5B09
豫	8C6B
缭	7F2D
撼	64BC
擂	64C2
擅	64C5
蕾	857E
薛	859B
薇	8587
擎	64CE
翰	7FF0
噩	5669
橱	6A71
橙	6A59
瓢	74E2
磺	78FA
霍	970D
霎	970E
辙	8F99
冀	5180
踱	8E31
蹂	8E42
蟆	87C6
螃	8783
螟	879F
噪	566A
鹦	9E66
黔	9ED4
穆	7A46
篡	7BE1
篷	7BF7
篙	7BD9
篱	7BF1
儒	5112
膳	81B3
鲸	9CB8
瘾	763E
瘸	7638
糙	7CD9
燎	71CE
濒	6FD2
憾	61BE
懈	61C8
窿	7ABF
缰	7F30
壕	58D5
藐	85D0
檬	6AAC
檐	6A90
檩	6AA9
檀	6A80
礁	7901
磷	78F7
瞭	77AD
瞬	77AC
瞳	77B3
瞪	77AA
曙	66D9
蹋	8E4B
蟋	87CB
蟀	87C0
嚎	568E
赡	8D61
镣	9563
魏	9B4F
簇	7C07
儡	5121
徽	5FBD
爵	7235
朦	6726
臊	81CA
鳄	9CC4
糜	7CDC
癌	764C
懦	61E6
豁	8C41
臀	81C0
藕	85D5
藤	85E4
瞻	77BB
嚣	56A3
鳍	9CCD
癞	765E
瀑	7011
襟	895F
璧	74A7
戳	6233
攒	6512
孽	5B7D
蘑	8611
藻	85FB
鳖	9CD6
蹭	8E6D
蹬	8E6C
簸	7C38
簿	7C3F
蟹	87F9
靡	9761
癣	7663
羹	7FB9
鬓	9B13
攘	6518
蠕	8815
巍	5DCD
鳞	9CDE
糯	7CEF
譬	8B6C
霹	9739
躏	8E8F
髓	9AD3
蘸	8638
镶	9576
瓤	74E4
矗	77D7
