#古籍字	Unicode	序号
鸃	09E03	12292
乙	04E59	12293
已	05DF2	12294
以	04EE5	12295
迆	08FC6	12296
苡	082E1	12297
佁	04F41	12298
攺	0653A	12299
矣	077E3	12300
苢	082E2	12301
迤	08FE4	12302
酏	0914F	12303
倚	0501A	12304
扆	06246	12305
偯	0506F	12306
崺	05D3A	12307
鳦	09CE6	12308
旖	065D6	12309
輢	08F22	12310
螘	08798	12311
嶬	05DAC	12312
檥	06AA5	12313
䭲	04B72	12314
礒	07912	12315
蟻	087FB	12316
顗	09857	12317
艤	08264	12318
轙	08F59	12319
齮	09F6E	12320
乂	04E42	12321
弋	05F0B	12322
刈	05208	12323
仡	04EE1	12324
肊	0808A	12325
芅	08285	12326
屹	05C79	12327
亦	04EA6	12328
异	05F02	12329
㚤	036A4	12330
抑	06291	12331
耴	08034	12332
杙	06759	12333
医	0533B	12334
邑	09091	12335
佚	04F5A	12336
役	05F79	12337
枍	0678D	12338
呭	0546D	12339
易	06613	12340
呹	05479	12341
秇	079C7	12342
佾	04F7E	12343
㑊	0344A	12344
疙	07599	12345
泆	06CC6	12346
㣇	038C7	12347
枻	067BB	12348
俋	04FCB	12349
弈	05F08	12350
奕	05955	12351
帟	05E1F	12352
疫	075AB	12353
衵	08875	12354
羿	07FBF	12355
挹	06339	12356
䓈	044C8	12357
栧	06827	12358
貤	08CA4	12359
唈	05508	12360
㑥	03465	12361
垼	057BC	12362
益	076CA	12363
浥	06D65	12364
悒	06092	12365
袣	088A3	12366
袘	08898	12367
埸	057F8	12368
埶	057F6	12369
殹	06BB9	12370
隿	096BF	12371
異	07570	12372
釴	091F4	12373
逸	09038	12374
翊	07FCA	12375
羛	07F9B	12376
翌	07FCC	12377
軼	08EFC	12378
殔	06B94	12379
敡	06561	12380
跇	08DC7	12381
鈠	09220	12382
詍	08A4D	12383
焲	07132	12384
㴔	03D14	12385
湙	06E59	12386
亄	04E84	12387
嗌	055CC	12388
睪	0776A	12389
䵝	04D5D	12390
𣎅	23385	12391
肄	08084	12392
詣	08A63	12393
裛	088DB	12394
痬	075EC	12395
裔	088D4	12396
意	0610F	12397
義	07FA9	12398
溢	06EA2	12399
靾	0977E	12400
勩	052E9	12401
䴬	04D2C	12402
蜴	08734	12403
膉	08189	12404
㥷	03977	12405
廙	05ED9	12406
潩	06F69	12407
嫕	05AD5	12408
㙪	0366A	12409
撎	0648E	12410
䭿	04B7F	12411
黓	09ED3	12412
億	05104	12413
誼	08ABC	12414
瘞	0761E	12415
毅	06BC5	12416
熠	071A0	12417
熤	071A4	12418
䢃	04883	12419
墿	058BF	12420
薏	0858F	12421
瞖	07796	12422
殪	06BAA	12423
曀	066C0	12424
螠	087A0	12425
㘁	03601	12426
嶧	05DA7	12427
圛	0571B	12428
穓	07A53	12429
劓	05293	12430
艗	08257	12431
𣚘	23698	12432
㵝	03D5D	12433
澺	06FBA	12434
懌	061CC	12435
憶	061B6	12436
縊	07E0A	12437
檍	06A8D	12438
翳	07FF3	12439
曎	066CE	12440
㘈	03608	12441
斁	06581	12442
臆	081C6	12443
燡	071E1	12444
寱	05BF1	12445
翼	07FFC	12446
藝	085DD	12447
藙	085D9	12448
鎰	093B0	12449
癔	07654	12450
豷	08C77	12451
霬	0972C	12452
鶃	09D83	12453
繹	07E79	12454
繶	07E76	12455
蘙	08619	12456
醳	091B3	12457
醷	091B7	12458
饐	09950	12459
譯	08B6F	12460
議	08B70	12461
瀷	07037	12462
鷊	09DCA	12463
囈	056C8	12464
鷁	09DC1	12465
懿	061FF	12466
驛	09A5B	12467
鷧	09DE7	12468
襼	0897C	12469
虉	08649	12470
鷾	09DFE	12471
齸	09F78	12472
因	056E0	12473
茵	08335	12474
垔	05794	12475
音	097F3	12476
洇	06D07	12477
姻	059FB	12478
欭	06B2D	12479
氤	06C24	12480
殷	06BB7	12481
陰	09670	12482
裀	088C0	12483
陻	0967B	12484
堙	05819	12485
喑	05591	12486
愔	06114	12487
絪	07D6A	12488
蔭	0852D	12489
歅	06B45	12490
溵	06EB5	12491
禋	0798B	12492
䃌	040CC	12493
慇	06147	12494
鞇	09787	12495
緸	07DF8	12496
駰	099F0	12497
𩃬	290EC	12498
諲	08AF2	12499
闉	095C9	12500
濦	06FE6	12501
㶏	03D8F	12502
冘	05198	12503
乑	04E51	12504
㶣	03DA3	12505
吟	0541F	12506
垠	057A0	12507
泿	06CFF	12508
訔	08A14	12509
圁	05701	12510
狺	072FA	12511
峾	05CFE	12512
崟	05D1F	12513
淫	06DEB	12514
寅	05BC5	12515
鄞	0911E	12516
銀	09280	12517
夤	05924	12518
㙬	0366C	12519
殥	06BA5	12520
誾	08ABE	12521
𦟘	267D8	12522
蟫	087EB	12523
嚚	0569A	12524
霪	0972A	12525
齗	09F57	12526
䖜	0459C	12527
齦	09F66	12528
鷣	09DE3	12529
尹	05C39	12530
引	05F15	12531
听	0542C	12532
䏖	043D6	12533
蚓	08693	12534
鈏	0920F	12535
飲	098F2	12536
靷	09777	12537
朄	06704	12538
磤	078E4	12539
隱	096B1	12540
螾	087BE	12541
嶾	05DBE	12542
濥	06FE5	12543
蘟	0861F	12544
櫽	06AFD	12545
䌥	04325	12546
癮	0766E	12547
讔	08B94	12548
印	05370	12549
胤	080E4	12550
垽	057BD	12551
堷	05837	12552
酳	09173	12553
窨	07AA8	12554
癊	0764A	12555
憖	06196	12556
䤃	04903	12557
鮣	09BA3	12558
檼	06ABC	12559
英	082F1	12560
渶	06E36	12561
媖	05A96	12562
瑛	0745B	12563
煐	07150	12564
䧹	049F9	12565
嫈	05AC8	12566
賏	08CCF	12567
霙	09719	12568
褮	0892E	12569
嬰	05B30	12570
膺	081BA	12571
應	061C9	12572
韺	097FA	12573
鎣	093A3	12574
攖	06516	12575
蘡	08621	12576
罌	07F4C	12577
嚶	056B6	12578
𤣎	248CE	12579
瓔	074D4	12580
櫻	06AFB	12581
譻	08B7B	12582
鶯	09DAF	12583
蠳	08833	12584
纓	07E93	12585
鷹	09DF9	12586
鸚	09E1A	12587
迎	08FCE	12588
盈	076C8	12589
楹	06979	12590
塋	0584B	12591
熒	07192	12592
瑩	07469	12593
䁝	0405D	12594
嬴	05B34	12595
螢	087A2	12596
營	071DF	12597
縈	07E08	12598
謍	08B0D	12599
濚	06FDA	12600
濴	06FF4	12601
濙	06FD9	12602
瀅	07005	12603
蠅	08805	12604
瀛	0701B	12605
瀯	0702F	12606
瀠	07020	12607
㜲	03732	12608
贏	08D0F	12609
𧭓	27B53	12610
𧕍	2754D	12611
籯	07C6F	12612
郢	090E2	12613
浧	06D67	12614
梬	068AC	12615
影	05F71	12616
潁	06F41	12617
頴	09834	12618
穎	07A4E	12619
巊	05DCA	12620
廮	05EEE	12621
瀴	07034	12622
癭	0766D	12623
映	06620	12624
硬	0786C	12625
媵	05AB5	12626
𡄖	21116	12627
譍	08B4D	12628
䙬	0466C	12629
鱦	09C66	12630
䵴	04D74	12631
喲	055B2	12632
邕	09095	12633
庸	05EB8	12634
嗈	055C8	12635
傭	050AD	12636
鄘	09118	12637
雍	096CD	12638
㴩	03D29	12639
墉	05889	12640
㺎	03E8E	12641
滽	06EFD	12642
慵	06175	12643
嫞	05ADE	12644
槦	069E6	12645
𤛑	246D1	12646
擁	064C1	12647
蕹	08579	12648
噰	05670	12649
郺	090FA	12650
壅	058C5	12651
澭	06FAD	12652
臃	081C3	12653
㻾	03EFE	12654
雝	096DD	12655
鏞	093DE	12656
廱	05EF1	12657
鱅	09C45	12658
鷛	09DDB	12659
饔	09954	12660
癰	07670	12661
𪇉	2A1C9	12662
喁	05581	12663
䗤	045E4	12664
顒	09852	12665
永	06C38	12666
甬	0752C	12667
咏	0548F	12668
泳	06CF3	12669
栐	06810	12670
俑	04FD1	12671
勇	052C7	12672
埇	057C7	12673
涌	06D8C	12674
悀	06080	12675
恿	0607F	12676
蛹	086F9	12677
嵱	05D71	12678
㷏	03DCF	12679
踊	08E0A	12680
禜	0799C	12681
醟	0919F	12682
用	07528	12683
攸	06538	12684
呦	05466	12685
泑	06CD1	12686
幽	05E7D	12687
悠	060A0	12688
麀	09E80	12689
滺	06EFA	12690
憂	06182	12691
鄾	0913E	12692
優	0512A	12693
嚘	05698	12694
瀀	07000	12695
櫌	06ACC	12696
耰	08030	12697
纋	07E8B	12698
尤	05C24	12699
由	07531	12700
㽕	03F55	12701
沋	06C8B	12702
𣏞	233DE	12703
𣧗	239D7	12704
肬	080AC	12705
油	06CB9	12706
疣	075A3	12707
莜	0839C	12708
逌	0900C	12709
峳	05CF3	12710
郵	090F5	12711
䍃	04343	12712
庮	05EAE	12713
浟	06D5F	12714
蚰	086B0	12715
訧	08A27	12716
猶	07336	12717
㾞	03F9E	12718
遊	0904A	12719
游	06E38	12720
楢	06962	12721
䖻	045BB	12722
猷	07337	12723
蕕	08555	12724
蝣	08763	12725
魷	09B77	12726
輶	08F36	12727
㒡	034A1	12728
友	053CB	12729
有	06709	12730
酉	09149	12731
卣	05363	12732
羑	07F91	12733
莠	083A0	12734
蚴	086B4	12735
䅎	0414E	12736
蜏	0870F	12737
䬀	04B00	12738
槱	069F1	12739
牖	07256	12740
䱂	04C42	12741
䳑	04CD1	12742
黝	09EDD	12743
懮	061EE	12744
又	053C8	12745
右	053F3	12746
幼	05E7C	12747
佑	04F51	12748
侑	04F91	12749
狖	072D6	12750
柚	067DA	12751
哊	054CA	12752
囿	056FF	12753
宥	05BA5	12754
祐	07950	12755
釉	091C9	12756
貁	08C81	12757
酭	0916D	12758
誘	08A98	12759
褎	0890E	12760
鼬	09F2C	12761
迂	08FC2	12762
扜	0625C	12763
陓	09653	12764
虶	08676	12765
紆	07D06	12766
菸	083F8	12767
唹	05539	12768
淤	06DE4	12769
瘀	07600	12770
箊	07B8A	12771
于	04E8E	12772
邘	09098	12773
伃	04F03	12774
玗	07397	12775
杅	06745	12776
余	04F59	12777
妤	059A4	12778
盂	076C2	12779
臾	081FE	12780
竽	07AFD	12781
舁	08201	12782
俞	04FDE	12783
狳	072F3	12784
娛	05A1B	12785
萸	08438	12786
雩	096E9	12787
釪	091EA	12788
魚	09B5A	12789
㳛	03CDB	12790
隅	09685	12791
堣	05823	12792
堬	0582C	12793
揄	063C4	12794
楰	06970	12795
嵎	05D4E	12796
嵛	05D5B	12797
骬	09AAC	12798
畬	0756C	12799
逾	0903E	12800
腴	08174	12801
湡	06E61	12802
渝	06E1D	12803
㥥	03965	12804
愉	06109	12805
媮	05AAE	12806
瑜	0745C	12807
榆	06986	12808
虞	0865E	12809
愚	0611A	12810
𤚎	2468E	12811
牏	0724F	12812
艅	08245	12813
㼶	03F36	12814
歈	06B48	12815
䔡	04521	12816
䃋	040CB	12817
睮	0776E	12818
漁	06F01	12819
窬	07AAC	12820
褕	08915	12821
蕍	0854D	12822
歶	06B76	12823
𧍪	2736A	12824
蝓	08753	12825
餘	09918	12826
諛	08ADB	12827
羭	07FAD	12828
踰	08E30	12829
覦	089A6	12830
澞	06F9E	12831
璵	074B5	12832
𨵦	28D66	12833
輿	08F3F	12834
歟	06B5F	12835
鍝	0935D	12836
螸	087B8	12837
髃	09AC3	12838
䬔	04B14	12839
謣	08B23	12840
騟	09A1F	12841
籅	07C45	12842
旟	065DF	12843
鰅	09C05	12844
鸆	09E06	12845
予	04E88	12846
宇	05B87	12847
羽	07FBD	12848
雨	096E8	12849
俁	04FC1	12850
禹	079B9	12851
圄	05704	12852
祤	07964	12853
敔	06554	12854
圉	05709	12855
偊	0504A	12856
鄅	09105	12857
庾	05EBE	12858
萭	0842D	12859
萮	0842E	12860
斞	0659E	12861
㺄	03E84	12862
瑀	07440	12863
楀	06940	12864
與	08207	12865
傴	050B4	12866
㒁	03481	12867
瘐	07610	12868
語	08A9E	12869
噢	05662	12870
㒜	0349C	12871
鋙	092D9	12872
窳	07AB3	12873
頨	09828	12874
噳	05673	12875
嶼	05DBC	12876
貐	08C90	12877
懙	061D9	12878
麌	09E8C	12879
蘌	0860C	12880
齬	09F6C	12881
玉	07389	12882
芋	0828B	12883
聿	0807F	12884
灹	07079	12885
忬	05FEC	12886
㧒	039D2	12887
郁	090C1	12888
育	080B2	12889
禺	079BA	12890
昱	06631	12891
栯	0682F	12892
彧	05F67	12893
砡	07821	12894
峪	05CEA	12895
浴	06D74	12896
域	057DF	12897
堉	05809	12898
唷	05537	12899
悆	06086	12900
欲	06B32	12901
淢	06DE2	12902
淯	06DEF	12903
惐	060D0	12904
琙	07419	12905
馭	099AD	12906
棫	068EB	12907
棜	068DC	12908
遇	09047	12909
喻	055BB	12910
御	05FA1	12911
飫	098EB	12912
寓	05BD3	12913
裕	088D5	12914
矞	077DE	12915
䋖	042D6	12916
蒮	084AE	12917
罭	07F6D	12918
稢	07A22	12919
鈺	0923A	12920
愈	06108	12921
䫻	04AFB	12922
煜	0715C	12923
預	09810	12924
戫	0622B	12925
蜮	0872E	12926
蜟	0871F	12927
毓	06BD3	12928
獄	07344	12929
瘉	07609	12930
隩	096A9	12931
嫗	05AD7	12932
緎	07DCE	12933
鳿	09CFF	12934
𧶠	27DA0	12935
薁	08581	12936
鋊	092CA	12937
澳	06FB3	12938
遹	09079	12939
豫	08C6B	12940
蕷	08577	12941
𢒰	224B0	12942
閾	095BE	12943
鴥	09D25	12944
錥	09325	12945
諭	08AED	12946
燠	071E0	12947
燏	071CF	12948
澦	06FA6	12949
儥	05125	12950
禦	079A6	12951
醧	091A7	12952
䉛	0425B	12953
篽	07BFD	12954
礜	0791C	12955
鵒	09D52	12956
䬑	04B11	12957
𦒑	26491	12958
繘	07E58	12959
櫲	06AF2	12960
饇	09947	12961
蘛	0861B	12962
霱	09731	12963
轝	08F5D	12964
譽	08B7D	12965
𩘻	2963B	12966
驈	09A48	12967
籞	07C5E	12968
鱊	09C4A	12969
鷸	09DF8	12970
鸒	09E12	12971
𪋮	2A2EE	12972
鬱	09B31	12973
籲	07C72	12974
灪	0706A	12975
囦	056E6	12976
㠾	0383E	12977
眢	07722	12978
悁	06081	12979
冤	051A4	12980
涴	06DB4	12981
㾓	03F93	12982
淵	06DF5	12983
惌	060CC	12984
蒬	084AC	12985
裷	088F7	12986
鳶	09CF6	12987
蜵	08735	12988
鴛	09D1B	12989
鵷	09D77	12990
嬽	05B3D	12991
鼘	09F18	12992
元	05143	12993
邧	090A7	12994
芫	082AB	12995
沅	06C85	12996
杬	0676C	12997
垣	057A3	12998
爰	07230	12999
袁	08881	13000
原	0539F	13001
蚖	08696	13002
員	054E1	13003
㘣	03623	13004
援	063F4	13005
䬧	04B27	13006
猨	07328	13007
湲	06E72	13008
塬	0586C	13009
蒝	0849D	13010
園	05712	13011
圓	05713	13012
猿	0733F	13013
源	06E90	13014
嫄	05AC4	13015
榬	069AC	13016
榞	0699E	13017
蝝	0875D	13018
魭	09B6D	13019
緣	07DE3	13020
螈	08788	13021
圜	0571C	13022
𥰟	25C1F	13023
羱	07FB1	13024
黿	09EFF	13025
轅	08F45	13026
櫞	06ADE	13027
邍	0908D	13028
騵	09A35	13029
鶢	09DA2	13030
遠	09060	13031
苑	082D1	13032
妴	059B4	13033
怨	06028	13034
院	09662	13035
掾	063BE	13036
傆	05086	13037
媛	05A9B	13038
瑗	07457	13039
蜎	0870E	13040
愿	0613F	13041
褑	08911	13042
䬼	04B3C	13043
噮	0566E	13044
願	09858	13045
曰	066F0	13046
約	07D04	13047
噦	05666	13048
月	06708	13049
戉	06209	13050
刖	05216	13051
抈	06288	13052
礿	0793F	13053
玥	073A5	13054
岳	05CB3	13055
軏	08ECF	13056
蚏	0868F	13057
悦	060A6	13058
跀	08DC0	13059
䋐	042D0	13060
越	08D8A	13061
粤	07CA4	13062
䋤	042E4	13063
鉞	0925E	13064
㹊	03E4A	13065
閲	095B2	13066
樂	06A02	13067
樾	06A3E	13068
篗	07BD7	13069
嶽	05DBD	13070
龠	09FA0	13071
𡽺	21F7A	13072
𧑅	27445	13073
蘥	08625	13074
黦	09EE6	13075
瀹	07039	13076
躍	08E8D	13077
爚	0721A	13078
禴	079B4	13079
籥	07C65	13080
䠯	0482F	13081
𨷲	28DF2	13082
鑰	09470	13083
鸑	09E11	13084
鸙	09E19	13085
㚃	03683	13086
蒕	08495	13087
氳	06C33	13088
熅	07185	13089
奫	0596B	13090
蝹	08779	13091
頵	09835	13092
贇	08D07	13093
云	04E91	13094
匀	05300	13095
䢵	048B5	13096
伝	04F1D	13097
芸	082B8	13098
沄	06C84	13099
妘	05998	13100
昀	06600	13101
畇	07547	13102
耘	08018	13103
紜	07D1C	13104
雲	096F2	13105
鄖	09116	13106
筠	07B60	13107
溳	06EB3	13108
𧶊	27D8A	13109
熉	07189	13110
鋆	092C6	13111
蕓	08553	13112
澐	06F90	13113
橒	06A52	13114
篔	07BD4	13115
縜	07E1C	13116
允	05141	13117
抎	0628E	13118
夽	0593D	13119
狁	072C1	13120
荺	0837A	13121
鈗	09217	13122
隕	09695	13123
馻	099BB	13124
殞	06B9E	13125
霣	09723	13126
齳	09F73	13127
孕	05B55	13128
鄆	09106	13129
惲	060F2	13130
運	0904B	13131
暈	06688	13132
慍	0614D	13133
䲰	04CB0	13134
緷	07DF7	13135
縕	07E15	13136
醞	0919E	13137
餫	0992B	13138
𣎜	2339C	13139
韞	097DE	13140
韗	097D7	13141
蘊	0860A	13142
韻	097FB	13143
帀	05E00	13144
匝	0531D	13145
咂	05482	13146
拶	062F6	13147
紮	07D2E	13148
鉔	09254	13149
臢	081E2	13150
咱	054B1	13151
砸	07838	13152
磼	078FC	13153
𡁕	21055	13154
雜	096DC	13155
囋	056CB	13156
囐	056D0	13157
雥	096E5	13158
災	0707D	13159
哉	054C9	13160
栽	0683D	13161
渽	06E3D	13162
宰	05BB0	13163
崽	05D3D	13164
䏁	043C1	13165
再	0518D	13166
在	05728	13167
載	08F09	13168
酨	09168	13169
縡	07E21	13170
撍	0648D	13171
糌	07CCC	13172
䐶	04436	13173
簪	07C2A	13174
鐕	09415	13175
喒	05592	13176
昝	0661D	13177
桚	0685A	13178
寁	05BC1	13179
揝	063DD	13180
儹	05139	13181
趲	08DB2	13182
暫	066AB	13183
蹔	08E54	13184
鏨	093E8	13185
贊	08D0A	13186
酇	09147	13187
瓚	074DA	13188
饡	09961	13189
䍧	04367	13190
牂	07242	13191
臧	081E7	13192
贓	08D13	13193
駔	099D4	13194
髒	09AD2	13195
奘	05958	13196
葬	0846C	13197
臟	081DF	13198
傮	050AE	13199
遭	0906D	13200
㷮	03DEE	13201
糟	07CDF	13202
醩	091A9	13203
鑿	0947F	13204
早	065E9	13205
蚤	086A4	13206
棗	068D7	13207
璅	07485	13208
澡	06FA1	13209
璪	074AA	13210
藻	085FB	13211
繰	07E70	13212
皂	07682	13213
唣	05523	13214
造	09020	13215
慥	06165	13216
噪	0566A	13217
簉	07C09	13218
燥	071E5	13219
趮	08DAE	13220
躁	08E81	13221
竈	07AC8	13222
咋	0548B	13223
迮	08FEE	13224
泎	06CCE	13225
則	05247	13226
責	08CAC	13227
㟙	037D9	13228
笮	07B2E	13229
舴	08234	13230
飵	098F5	13231
溭	06EAD	13232
滜	06EDC	13233
嘖	05616	13234
幘	05E58	13235
㥽	0397D	13236
嫧	05AE7	13237
䯔	04BD4	13238
擇	064C7	13239
皟	0769F	13240
澤	06FA4	13241
簀	07C00	13242
賾	08CFE	13243
礋	0790B	13244
襗	08957	13245
蠌	0880C	13246
齰	09F70	13247
鸅	09E05	13248
䶦	04DA6	13249
仄	04EC4	13250
昃	06603	13251
崱	05D31	13252
賊	08CCA	13253
蠈	08808	13254
鰂	09C02	13255
怎	0600E	13256
譖	08B56	13257
曾	066FE	13258
鄫	0912B	13259
增	0589E	13260
憎	0618E	13261
璔	07494	13262
橧	06A67	13263
熷	071B7	13264
磳	078F3	13265
罾	07F7E	13266
矰	077F0	13267
䎖	04396	13268
繒	07E52	13269
譄	08B44	13270
鋥	092E5	13271
甑	07511	13272
贈	08D08	13273
䰝	04C1D	13274
𪒟	2A49F	13275
扎	0624E	13276
抯	062AF	13277
挓	06313	13278
柤	067E4	13279
奓	05953	13280
哳	054F3	13281
揸	063F8	13282
渣	06E23	13283
楂	06942	13284
劄	05284	13285
樝	06A1D	13286
觰	089F0	13287
皻	076BB	13288
譇	08B47	13289
齇	09F47	13290
䶥	04DA5	13291
札	0672D	13292
炸	070B8	13293
蚻	086BB	13294
閘	09598	13295
煠	07160	13296
鍘	09358	13297
厏	0538F	13298
眨	07728	13299
㴙	03D19	13300
㞚	0379A	13301
鮓	09B93	13302
䕢	04562	13303
乍	04E4D	13304
吒	05412	13305
栅	06805	13306
咤	054A4	13307
痄	075C4	13308
蚱	086B1	13309
䆛	0419B	13310
䋏	042CF	13311
䖳	045B3	13312
詐	08A50	13313
溠	06EA0	13314
䄍	0410D	13315
槎	069CE	13316
榨	069A8	13317
蜡	08721	13318
霅	09705	13319
醡	091A1	13320
摘	06458	13321
榸	069B8	13322
齋	09F4B	13323
宅	05B85	13324
檡	06AA1	13325
抧	062A7	13326
窄	07A84	13327
債	050B5	13328
寨	05BE8	13329
瘵	07635	13330
占	05360	13331
沾	06CBE	13332
栴	06834	13333
旃	065C3	13334
蛅	086C5	13335
飦	098E6	13336
詀	08A40	13337
詹	08A79	13338
薝	0859D	13339
霑	09711	13340
噡	05661	13341
邅	09085	13342
氈	06C08	13343
瞻	077BB	13344
旜	065DC	13345
譫	08B6B	13346
饘	09958	13347
驙	09A59	13348
鱣	09C63	13349
鸇	09E07	13350
展	05C55	13351
斬	065AC	13352
搌	0640C	13353
盞	076DE	13354
嶄	05D84	13355
颭	098AD	13356
䎒	04392	13357
䁪	0406A	13358
輾	08F3E	13359
站	07AD9	13360
偡	05061	13361
䋎	042CE	13362
棧	068E7	13363
湛	06E5B	13364
䘺	0463A	13365
䗃	045C3	13366
綻	07DBB	13367
嶘	05D98	13368
虦	08666	13369
戰	06230	13370
轏	08F4F	13371
𩥇	29947	13372
驏	09A4F	13373
蘸	08638	13374
顫	0986B	13375
章	07AE0	13376
張	05F35	13377
傽	050BD	13378
鄣	09123	13379
蔁	08501	13380
獐	07350	13381
彰	05F70	13382
粻	07CBB	13383
漳	06F33	13384
慞	0615E	13385
嫜	05ADC	13386
璋	0748B	13387
樟	06A1F	13388
餦	09926	13389
仉	04EC9	13390
掌	0638C	13391
漲	06F32	13392
丈	04E08	13393
仗	04ED7	13394
扙	06259	13395
杖	06756	13396
帳	05E33	13397
脹	08139	13398
障	0969C	13399
嶂	05D82	13400
幛	05E5B	13401
賬	08CEC	13402
瞕	07795	13403
瘴	07634	13404
招	062DB	13405
昭	0662D	13406
盄	076C4	13407
釗	091D7	13408
朝	0671D	13409
鉊	0924A	13410
皽	076BD	13411
爪	0722A	13412
找	0627E	13413
沼	06CBC	13414
瑵	07475	13415
召	053EC	13416
兆	05146	13417
垗	05797	13418
狣	072E3	13419
笊	07B0A	13420
㨄	03A04	13421
棹	068F9	13422
詔	08A54	13423
旐	065D0	13424
䍮	0436E	13425
照	07167	13426
罩	07F69	13427
趙	08D99	13428
肇	08087	13429
曌	066CC	13430
鮡	09BA1	13431
㸙	03E19	13432
蜇	08707	13433
遮	0906E	13434
折	06298	13435
虴	08674	13436
籷	07C77	13437
哲	054F2	13438
㭙	03B59	13439
晢	06662	13440
悊	0608A	13441
䇽	041FD	13442
䐑	04411	13443
摺	0647A	13444
輒	08F12	13445
磔	078D4	13446
銸	092B8	13447
䐲	04432	13448
蟄	087C4	13449
鮿	09BBF	13450
謫	08B2B	13451
轍	08F4D	13452
讋	08B8B	13453
襵	08975	13454
者	08005	13455
赭	08D6D	13456
褶	08936	13457
柘	067D8	13458
浙	06D59	13459
蔗	08517	13460
蟅	087C5	13461
鷓	09DD3	13462
嗻	055FB	13463
㘰	03630	13464
珍	073CD	13465
貞	08C9E	13466
真	0771F	13467
砧	07827	13468
䂦	040A6	13469
帪	05E2A	13470
針	091DD	13471
偵	05075	13472
葴	08474	13473
幀	05E40	13474
湞	06E5E	13475
蓁	084C1	13476
斟	0659F	13477
椹	06939	13478
楨	06968	13479
甄	07504	13480
獉	07349	13481
溱	06EB1	13482
禎	0798E	13483
瑧	07467	13484
榛	0699B	13485
禛	0799B	13486
箴	07BB4	13487
潧	06F67	13488
薽	085BD	13489
臻	081FB	13490
轃	08F43	13491
鍼	0937C	13492
籈	07C48	13493
抮	062AE	13494
枕	06795	13495
昣	06623	13496
胗	080D7	13497
眕	07715	13498
畛	0755B	13499
疹	075B9	13500
袗	08897	13501
紾	07D3E	13502
軫	08EEB	13503
診	08A3A	13504
裖	088D6	13505
䪴	04AB4	13506
駗	099D7	13507
稹	07A39	13508
縝	07E1D	13509
辴	08FB4	13510
鬒	09B12	13511
黰	09EF0	13512
圳	05733	13513
挋	0630B	13514
侲	04FB2	13515
陣	09663	13516
振	0632F	13517
栚	0681A	13518
朕	06715	13519
紖	07D16	13520
眹	07739	13521
揕	063D5	13522
絼	07D7C	13523
榐	06990	13524
賑	08CD1	13525
震	09707	13526
鴆	09D06	13527
鎮	093AE	13528
䳲	04CF2	13529
佂	04F42	13530
征	05F81	13531
爭	0722D	13532
怔	06014	13533
𦙫	2666B	13534
炡	070A1	13535
眐	07710	13536
脀	08100	13537
烝	070DD	13538
崝	05D1D	13539
崢	05D22	13540
猙	07319	13541
䋫	042EB	13542
蒸	084B8	13543
睜	0775C	13544
鉦	09266	13545
箏	07B8F	13546
錚	0931A	13547
趟	08D9F	13548
徵	05FB5	13549
鬇	09B07	13550
癥	07665	13551
拯	062EF	13552
晸	06678	13553
整	06574	13554
正	06B63	13555
政	0653F	13556
症	075C7	13557
掙	06399	13558
証	08A3C	13559
諍	08ACD	13560
䦛	0499B	13561
鄭	0912D	13562
䈣	04223	13563
證	08B49	13564
之	04E4B	13565
支	0652F	13566
汁	06C41	13567
芝	0829D	13568
吱	05431	13569
巵	05DF5	13570
枝	0679D	13571
知	077E5	13572
肢	080A2	13573
胝	080DD	13574
㽻	03F7B	13575
衼	0887C	13576
祗	07957	13577
栺	0683A	13578
隻	096BB	13579
脂	08102	13580
㩼	03A7C	13581
梔	06894	13582
䧴	049F4	13583
搘	06418	13584
禔	07994	13585
馶	099B6	13586
榰	069B0	13587
蜘	08718	13588
鳷	09CF7	13589
織	07E54	13590
蘵	08635	13591
鼅	09F05	13592
拓	062D3	13593
直	076F4	13594
侄	04F84	13595
姪	059EA	13596
值	0503C	13597
埴	057F4	13598
㨁	03A01	13599
執	057F7	13600
植	0690D	13601
殖	06B96	13602
跖	08DD6	13603
䐈	04408	13604
禃	07983	13605
稙	07A19	13606
鉄	09244	13607
墌	0588C	13608
摭	0646D	13609
慹	06179	13610
樴	06A34	13611
膱	081B1	13612
㙷	03677	13613
縶	07E36	13614
職	08077	13615
蹠	08E60	13616
蹢	08E62	13617
蟙	087D9	13618
躑	08E91	13619
䵂	04D42	13620
止	06B62	13621
只	053EA	13622
旨	065E8	13623
阯	0962F	13624
址	05740	13625
坁	05741	13626
扺	0627A	13627
芷	082B7	13628
沚	06C9A	13629
汦	06C66	13630
茋	0830B	13631
𣲵	23CB5	13632
祉	07949	13633
指	06307	13634
枳	067B3	13635
砋	0780B	13636
洔	06D14	13637
恉	06049	13638
衹	08879	13639
咫	054AB	13640
疻	075BB	13641
紙	07D19	13642
趾	08DBE	13643
軹	08EF9	13644
黹	09EF9	13645
䳅	04CC5	13646
𧝉	27749	13647
阤	09624	13648
至	081F3	13649
志	05FD7	13650
豸	08C78	13651
忮	05FEE	13652
垁	05781	13653
迣	08FE3	13654
厔	05394	13655
郅	090C5	13656
帙	05E19	13657
制	05236	13658
炙	07099	13659
治	06CBB	13660
挃	06303	13661
柣	067E3	13662
峙	05CD9	13663
庤	05EA4	13664
庢	05EA2	13665
祑	07951	13666
